infraction_description,set_fine_amount,location2,province
PARK ON PRIVATE PROPERTY,30,355 REXDALE BOULEVARD,ON
PARK ON PRIVATE PROPERTY,30,355 WESTMOUNT AVE,ON
PARK ON PRIVATE PROPERTY,30,3550 VICTORIA PARK AVE,ON
PARK ON PRIVATE PROPERTY,30,3555 DON MILLS R D,ON
PARK ON PRIVATE PROPERTY,30,3555 DON MILLS RD ,ON
PARK ON PRIVATE PROPERTY,30,3555 DON MILLS RD,NB
PARK ON PRIVATE PROPERTY,30,3555 DON MILLS RD,ON
PARK ON PRIVATE PROPERTY,30,3555 DON MILLS RD,TX
PARK ON PRIVATE PROPERTY,30,3555 DON MILS RD,ON
PARK ON PRIVATE PROPERTY,30,3559 EGLINTON AVE W,ON
PARK ON PRIVATE PROPERTY,30,3560 BATHURST ST,ON
PARK ON PRIVATE PROPERTY,30,3560 ST CLAIR AVE E,ON
PARK ON PRIVATE PROPERTY,30,357 RUSHOLME RD,ON
PARK ON PRIVATE PROPERTY,30,359 MAIN ST,ON
PARK ON PRIVATE PROPERTY,30,36 BLUE JAYS WAY,ON
PARK ON PRIVATE PROPERTY,30,36 DRIFTWOOD AVE,ON
PARK ON PRIVATE PROPERTY,30,36 HOWARD PARK AVE,ON
PARK ON PRIVATE PROPERTY,30,36 LEE CENTRE DR,FL
PARK ON PRIVATE PROPERTY,30,36 LEE CENTRE DR,ON
PARK ON PRIVATE PROPERTY,30,36 ODOARDO DI SANTO CRCL,ON
PARK ON PRIVATE PROPERTY,30,36 PARK LAWN RD,MI
PARK ON PRIVATE PROPERTY,30,36 PARK LAWN RD,ON
PARK ON PRIVATE PROPERTY,30,36 PARK LAWN RD,QC
PARK ON PRIVATE PROPERTY,30,36 STADIUM RD,ON
PARK ON PRIVATE PROPERTY,30,36 TED WRAY CRCL,NJ
PARK ON PRIVATE PROPERTY,30,360 PITFIELD RD,ON
PARK ON PRIVATE PROPERTY,30,360 RIDELLE AVE,NY
PARK ON PRIVATE PROPERTY,30,360 RIDELLE AVE,ON
PARK ON PRIVATE PROPERTY,30,360 RIDELLE AVE,QC
PARK ON PRIVATE PROPERTY,30,363 ADELAIDE ST W,ON
PARK ON PRIVATE PROPERTY,30,363 SORAUREN AVE,ON
PARK ON PRIVATE PROPERTY,30,363 SORAUREN AVENUE,ON
PARK ON PRIVATE PROPERTY,30,3636 BATHURST ST,ON
PARK ON PRIVATE PROPERTY,30,3640 KINGSTON RD,ON
PARK ON PRIVATE PROPERTY,30,365 BAY MILLS BLVD,ON
PARK ON PRIVATE PROPERTY,30,365 BAY MILLS BLVD,SK
PARK ON PRIVATE PROPERTY,30,365 BAY MILS BLVD,ON
PARK ON PRIVATE PROPERTY,30,365 CHURCH ST,ON
PARK ON PRIVATE PROPERTY,30,365 MURRAY ROSS PARKWAY,ON
PARK ON PRIVATE PROPERTY,30,365 MURRAY ROSS PKWY,ON
PARK ON PRIVATE PROPERTY,30,365 SPADINA AVE,ON
PARK ON PRIVATE PROPERTY,30,3650 KINGSTON RD,ON
PARK ON PRIVATE PROPERTY,30,3665 LAWRENCE AVE E,ON
PARK ON PRIVATE PROPERTY,30,367 KING ST W,ON
PARK ON PRIVATE PROPERTY,30,367 KING ST W,QC
PARK ON PRIVATE PROPERTY,30,3671 DUNDAS ST W,ON
PARK ON PRIVATE PROPERTY,30,3671 DUNDAS ST WEST,ON
PARK ON PRIVATE PROPERTY,30,368 RIDELLE AVE,ON
PARK ON PRIVATE PROPERTY,30,3680 KEELE ST,ON
PARK ON PRIVATE PROPERTY,30,3690 KEELE ST,ON
PARK ON PRIVATE PROPERTY,30,37 FOUR WINDS DR,ON
PARK ON PRIVATE PROPERTY,30,37 FULWELL CRES,ON
PARK ON PRIVATE PROPERTY,30,37 GROSVENOR ST,AB
PARK ON PRIVATE PROPERTY,30,37 GROSVENOR ST,NS
PARK ON PRIVATE PROPERTY,30,37 GROSVENOR ST,OH
PARK ON PRIVATE PROPERTY,30,37 GROSVENOR ST,ON
PARK ON PRIVATE PROPERTY,30,37 HENRY ST,ON
PARK ON PRIVATE PROPERTY,30,37 MONTORO LANE,ON
PARK ON PRIVATE PROPERTY,30,37 MOWAT AVE,ON
PARK ON PRIVATE PROPERTY,30,37 RICHMOND ST W,ON
PARK ON PRIVATE PROPERTY,30,37 ROUTLIFFE LN,ON
PARK ON PRIVATE PROPERTY,30,370  QUEENS QUAY W,ON
PARK ON PRIVATE PROPERTY,30,370 HOPEWELL AV,ON
PARK ON PRIVATE PROPERTY,30,370 HOPEWELL AVE,ON
PARK ON PRIVATE PROPERTY,30,370 KING ST W,ON
PARK ON PRIVATE PROPERTY,30,370 MCCOWAN RD,ON
PARK ON PRIVATE PROPERTY,30,370 QUEENS QUA W,ON
PARK ON PRIVATE PROPERTY,30,370 QUEENS QUAY W,ON
PARK ON PRIVATE PROPERTY,30,370 QUEENS QUAY WEST,ON
PARK ON PRIVATE PROPERTY,30,370 RIDELLE AVE,ON
PARK ON PRIVATE PROPERTY,30,370 WALLACE AVE,ON
PARK ON PRIVATE PROPERTY,30,3700 LAWRENCE AVE E,ON
PARK ON PRIVATE PROPERTY,30,3700 LAWRENCE AVE W,ON
PARK ON PRIVATE PROPERTY,30,3701 LAWRENCE AVE E,ON
PARK ON PRIVATE PROPERTY,30,371 BLOOR S TW,ON
PARK ON PRIVATE PROPERTY,30,371 BLOOR ST W,ON
PARK ON PRIVATE PROPERTY,30,371 BLOOR ST WEST,ON
PARK ON PRIVATE PROPERTY,30,371 BLOOR STREET WEST,ON
PARK ON PRIVATE PROPERTY,30,3710 KEELE ST,ON
PARK ON PRIVATE PROPERTY,30,371BLOOR ST WEST,ON
PARK ON PRIVATE PROPERTY,30,372 PACIFIC AVE,ON
PARK ON PRIVATE PROPERTY,30,3725 DUNDAS ST W,ON
PARK ON PRIVATE PROPERTY,30,373 FRONT ST E,NS
PARK ON PRIVATE PROPERTY,30,373 FRONT ST E,ON
PARK ON PRIVATE PROPERTY,30,373 FRONT ST EAST,ON
PARK ON PRIVATE PROPERTY,30,373 FRONT ST W,ON
PARK ON PRIVATE PROPERTY,30,373 FRONT ST W,SK
PARK ON PRIVATE PROPERTY,30,373 FRONT STE,ON
PARK ON PRIVATE PROPERTY,30,3735 DUNDAS ST W,ON
PARK ON PRIVATE PROPERTY,30,3735 DUNDAS ST WEST,ON
PARK ON PRIVATE PROPERTY,30,3747 LAWRENCE AVE E,ON
PARK ON PRIVATE PROPERTY,30,375 BAY MILL BLVD,ON
PARK ON PRIVATE PROPERTY,30,375 BAY MILLS BL,ON
PARK ON PRIVATE PROPERTY,30,375 BAY MILLS BLVD,ON
PARK ON PRIVATE PROPERTY,30,375 BLEECKER ST,ON
PARK ON PRIVATE PROPERTY,30,375 BLEECKER,ON
PARK ON PRIVATE PROPERTY,30,375 COOK RD,ON
PARK ON PRIVATE PROPERTY,30,375 KING ST W,ON
PARK ON PRIVATE PROPERTY,30,375 MERTON ST,ON
PARK ON PRIVATE PROPERTY,30,3750 ST CLAIR AVE E,ON
PARK ON PRIVATE PROPERTY,30,3750 ST CLAIR AVE EAST,ON
PARK ON PRIVATE PROPERTY,30,3758 SHEPPARD AVE E,ON
PARK ON PRIVATE PROPERTY,30,376 FRONT ST W,ON
PARK ON PRIVATE PROPERTY,30,377 MADISON AVE,ON
PARK ON PRIVATE PROPERTY,30,377 MADISON AVE,QC
PARK ON PRIVATE PROPERTY,30,377 RIDELLE AVE,ON
PARK ON PRIVATE PROPERTY,30,379 SPADINA AVE,ON
PARK ON PRIVATE PROPERTY,30,3790 KIGNSTON RD,ON
PARK ON PRIVATE PROPERTY,30,38 A GRAND MAGAZINE ST,ON
PARK ON PRIVATE PROPERTY,30,38 AVOCA AVE,ON
PARK ON PRIVATE PROPERTY,30,38 CAMERON ST,ON
PARK ON PRIVATE PROPERTY,30,38 DAN LECKIE WAY,NY
PARK ON PRIVATE PROPERTY,30,38 DAN LECKIE WAY,ON
PARK ON PRIVATE PROPERTY,30,38 DENARDA ST,ON
PARK ON PRIVATE PROPERTY,30,38 DRIFTWOOD AVE,ON
PARK ON PRIVATE PROPERTY,30,38 ELSA VINEWAY,ON
PARK ON PRIVATE PROPERTY,30,38 FONTENAY CRT,ON
PARK ON PRIVATE PROPERTY,30,38 GRAND MAGAZINE ST,ON
PARK ON PRIVATE PROPERTY,30,38 GRAND MAGAZINE ST,QC
PARK ON PRIVATE PROPERTY,30,38 GRENVILLE ST,ON
PARK ON PRIVATE PROPERTY,30,38 HARBOUR ST,ON
PARK ON PRIVATE PROPERTY,30,38 JENNEY WRENWAY,ON
PARK ON PRIVATE PROPERTY,30,38 JOE SHUSTER WAY,ON
PARK ON PRIVATE PROPERTY,30,38 JOSEPH GRIFFITH LN,ON
PARK ON PRIVATE PROPERTY,30,38 KEELER BLVD,ON
PARK ON PRIVATE PROPERTY,30,38 LEE CENTRE DR,NY
PARK ON PRIVATE PROPERTY,30,38 LEE CENTRE DR,ON
PARK ON PRIVATE PROPERTY,30,38 MUNRO ST,ON
PARK ON PRIVATE PROPERTY,30,38 NIAGARA ST,ON
PARK ON PRIVATE PROPERTY,30,38 NIAGARA ST,PQ
PARK ON PRIVATE PROPERTY,30,38 PEPPER VINEWAY,ON
PARK ON PRIVATE PROPERTY,30,38 RUSTY CRESTWAY,ON
PARK ON PRIVATE PROPERTY,30,38 SOUTH STATION ST,ON
PARK ON PRIVATE PROPERTY,30,38 SPADINA AVE,ON
PARK ON PRIVATE PROPERTY,30,38 WILLIAM CARSON CRES,ON
PARK ON PRIVATE PROPERTY,30,380 MACPHERSON AVE,ON
PARK ON PRIVATE PROPERTY,30,380 MILNER AVE,ON
PARK ON PRIVATE PROPERTY,30,380 THE WESTWAY,ON
PARK ON PRIVATE PROPERTY,30,3805 KENNEDY ROAD,ON
PARK ON PRIVATE PROPERTY,30,381 FRONT ST W,ON
PARK ON PRIVATE PROPERTY,30,381 FRONT ST WEST,ON
PARK ON PRIVATE PROPERTY,30,381 FRONT ST WEST,PQ
PARK ON PRIVATE PROPERTY,30,381 KING ST W,ON
PARK ON PRIVATE PROPERTY,30,3810 BATHURST ST,ON
PARK ON PRIVATE PROPERTY,30,3827 LAWRENCE AVE E,ON
PARK ON PRIVATE PROPERTY,30,383 SORAUREN AVE,MB
PARK ON PRIVATE PROPERTY,30,383 SORAUREN AVE,NY
PARK ON PRIVATE PROPERTY,30,383 SORAUREN AVE,ON
PARK ON PRIVATE PROPERTY,30,3833 MCCOWAN RD,ON
PARK ON PRIVATE PROPERTY,30,3833 MCCOWAN RD,QC
PARK ON PRIVATE PROPERTY,30,3833 MIDLAND AVE,ON
PARK ON PRIVATE PROPERTY,30,3835 LAKESHORE BLVD W,ON
PARK ON PRIVATE PROPERTY,30,384 ASSINIBOINE RD,ON
PARK ON PRIVATE PROPERTY,30,384 FRONT ST W,ON
PARK ON PRIVATE PROPERTY,30,384 YONGE ST,ON
PARK ON PRIVATE PROPERTY,30,3841 LAKESHORE BLVD W,ON
PARK ON PRIVATE PROPERTY,30,3847 LAWRENCE A E,ON
PARK ON PRIVATE PROPERTY,30,3847 LAWRENCE AVE E,ON
PARK ON PRIVATE PROPERTY,30,3847 LAWRENCE AVE E,PQ
PARK ON PRIVATE PROPERTY,30,3847 LAWRENCE AVE EAST,ON
PARK ON PRIVATE PROPERTY,30,3847 LAWRENCE AVE EAST,PQ
PARK ON PRIVATE PROPERTY,30,3847 LAWRENCE AVE EST,ON
PARK ON PRIVATE PROPERTY,30,3847 LAWRENCE,PQ
PARK ON PRIVATE PROPERTY,30,385 KING ST EAST,ON
PARK ON PRIVATE PROPERTY,30,385 PACIFIC AVE,ON
PARK ON PRIVATE PROPERTY,30,385 WESTON RD,ON
PARK ON PRIVATE PROPERTY,30,3850 SHEPPARD AV E,ON
PARK ON PRIVATE PROPERTY,30,3850 SHEPPARD AVE E,NS
PARK ON PRIVATE PROPERTY,30,3850 SHEPPARD AVE E,ON
PARK ON PRIVATE PROPERTY,30,386 SORAUREN AVE,ON
PARK ON PRIVATE PROPERTY,30,386 SPADINA AVE,ON
PARK ON PRIVATE PROPERTY,30,386 YONGE ST,ON
PARK ON PRIVATE PROPERTY,30,3860 BATHURST ST,ON
PARK ON PRIVATE PROPERTY,30,3865 LAKE SHORE BLVD W,ON
PARK ON PRIVATE PROPERTY,30,3865 LAKE SHORE BLVD W,QC
PARK ON PRIVATE PROPERTY,30,3870 CHESSWOOD DR,ON
PARK ON PRIVATE PROPERTY,30,3873 LAWRENCE AVE E,ON
PARK ON PRIVATE PROPERTY,30,3875 SHEPPARD AVE,ON
PARK ON PRIVATE PROPERTY,30,388 CARLAW AVE,ON
PARK ON PRIVATE PROPERTY,30,388 DRIFTWOOD AVE,ON
PARK ON PRIVATE PROPERTY,30,388 RICHMOND ST W,ON
PARK ON PRIVATE PROPERTY,30,388 YONGE ST,ON
PARK ON PRIVATE PROPERTY,30,3886 BATHURST ST,ON
PARK ON PRIVATE PROPERTY,30,389 KING ST W,ON
PARK ON PRIVATE PROPERTY,30,389 THE WESTWAY,ON
PARK ON PRIVATE PROPERTY,30,3892 BATHURST ST,ON
PARK ON PRIVATE PROPERTY,30,3897 LAWRENCE AVE E,ON
PARK ON PRIVATE PROPERTY,30,3897 LAWRENCE AVE E,PQ
PARK ON PRIVATE PROPERTY,30,39 ANNIE CRAIG DR,NF
PARK ON PRIVATE PROPERTY,30,39 ANNIE CRAIG DR,ON
PARK ON PRIVATE PROPERTY,30,39 ANNIE CRAIG DR,QC
PARK ON PRIVATE PROPERTY,30,39 BROOKWELL DR,ON
PARK ON PRIVATE PROPERTY,30,39 CAMDEN ST,ON
PARK ON PRIVATE PROPERTY,30,39 HOLMBUSH CRES,ON
PARK ON PRIVATE PROPERTY,30,39 JARVIS ST,ON
PARK ON PRIVATE PROPERTY,30,39 KIMBERCROFT CRT,IL
PARK ON PRIVATE PROPERTY,30,39 KIMBERCROFT CRT,ON
PARK ON PRIVATE PROPERTY,30,39 KIMBERCROFT CRT,QC
PARK ON PRIVATE PROPERTY,30,39 ORFUS RD,ON
PARK ON PRIVATE PROPERTY,30,39 QUEENS QUAY E,ON
PARK ON PRIVATE PROPERTY,30,39 QUEENS QUAY E,QC
PARK ON PRIVATE PROPERTY,30,39 RICHVIEW RD,ON
PARK ON PRIVATE PROPERTY,30,39 RICHVIEW ROAD,ON
PARK ON PRIVATE PROPERTY,30,39 ROUTLIFFE LN,ON
PARK ON PRIVATE PROPERTY,30,39 RUSTY CRESTWAY,ON
PARK ON PRIVATE PROPERTY,30,39 SHERBOURNE ST,ON
PARK ON PRIVATE PROPERTY,30,39 SHORE BREEZE DR,ON
PARK ON PRIVATE PROPERTY,30,39 SUNNYSIDE AVE,ON
PARK ON PRIVATE PROPERTY,30,39 WAYDIDE AVE,ON
PARK ON PRIVATE PROPERTY,30,39 WAYSIDE AVE,ON
PARK ON PRIVATE PROPERTY,30,39-45 PARCREST DRIVE,ON
PARK ON PRIVATE PROPERTY,30,39-45 PARKCREST DR,ON
PARK ON PRIVATE PROPERTY,30,39-45 PARKCREST DRIVE,ON
PARK ON PRIVATE PROPERTY,30,390 CHERRY ST,ON
PARK ON PRIVATE PROPERTY,30,390 DAWES RD,ON
PARK ON PRIVATE PROPERTY,30,390 DAWES RD,QC
PARK ON PRIVATE PROPERTY,30,390 DRIFTWOOD AVE,ON
PARK ON PRIVATE PROPERTY,30,390 QUEENS QUAY W,ON
PARK ON PRIVATE PROPERTY,30,390 SENTINEL RD,ON
PARK ON PRIVATE PROPERTY,30,3901 DUFFERIN ST,ON
PARK ON PRIVATE PROPERTY,30,391 KEELE ST,ON
PARK ON PRIVATE PROPERTY,30,3926 CHESSWOOD DR,ON
PARK ON PRIVATE PROPERTY,30,393 EGLINTON AVE E,ON
PARK ON PRIVATE PROPERTY,30,3930 LAWRENCE AVE E,ON
PARK ON PRIVATE PROPERTY,30,3940 KEELE ST,ON
PARK ON PRIVATE PROPERTY,30,3941 LAWRENCE AVE E,ON
PARK ON PRIVATE PROPERTY,30,3947 LAWRENCE AVE E,ON
PARK ON PRIVATE PROPERTY,30,3947 LAWRENCE AVE E,PQ
PARK ON PRIVATE PROPERTY,30,3947 LAWRENCE AVE EAST,ON
PARK ON PRIVATE PROPERTY,30,3947 LAWRENCE AVENUE EAST,ON
PARK ON PRIVATE PROPERTY,30,395 PAPE AVE,ON
PARK ON PRIVATE PROPERTY,30,3950 LAWRENCE AVE E,ON
PARK ON PRIVATE PROPERTY,30,396 DRIFTWOOD AVE,ON
PARK ON PRIVATE PROPERTY,30,3967 LAWRENCE AVE E,ON
PARK ON PRIVATE PROPERTY,30,397 FRONT ST W,ON
PARK ON PRIVATE PROPERTY,30,398 SPADINA AVE,ON
PARK ON PRIVATE PROPERTY,30,399 ADELAIDE ST W,ON
PARK ON PRIVATE PROPERTY,30,399 BATHURST ST,ON
PARK ON PRIVATE PROPERTY,30,399 BATHURST STR,ON
PARK ON PRIVATE PROPERTY,30,399 MARKHAM RD,ON
PARK ON PRIVATE PROPERTY,30,399 MARKHAN RD,ON
PARK ON PRIVATE PROPERTY,30,399 SPRING GARDEN AVE,ON
PARK ON PRIVATE PROPERTY,30,399 TANGREEN CRT,ON
PARK ON PRIVATE PROPERTY,30,3997 LAWRENCE AVE EAST,ON
PARK ON PRIVATE PROPERTY,30,4 ANTRIM CRES,ON
PARK ON PRIVATE PROPERTY,30,4 ANTRIM CRT,ON
PARK ON PRIVATE PROPERTY,30,4 ARCHIBALD MEWS,ON
PARK ON PRIVATE PROPERTY,30,4 CAN GRASSWAY,ON
PARK ON PRIVATE PROPERTY,30,4 CANE GRASSWAY,ON
PARK ON PRIVATE PROPERTY,30,4 COLONEL SAMUEL SMITH PARK DR,ON
PARK ON PRIVATE PROPERTY,30,4 CORUNDUM CRES,ON
PARK ON PRIVATE PROPERTY,30,4 CROWN HILL PL,ON
PARK ON PRIVATE PROPERTY,30,4 ELSINORE PATH,ON
PARK ON PRIVATE PROPERTY,30,4 ELSTNORE PATH,ON
PARK ON PRIVATE PROPERTY,30,4 GALBRAITH RD,ON
PARK ON PRIVATE PROPERTY,30,4 GALBRAITH ROAD,ON
PARK ON PRIVATE PROPERTY,30,4 GREENTREE CRT,ON
PARK ON PRIVATE PROPERTY,30,4 GREENWOOD AVE,ON
PARK ON PRIVATE PROPERTY,30,4 JASMINE AVE,ON
PARK ON PRIVATE PROPERTY,30,4 JENET AVE,ON
PARK ON PRIVATE PROPERTY,30,4 K SPADINA AVE,ON
PARK ON PRIVATE PROPERTY,30,4 LANSING SQ,ON
PARK ON PRIVATE PROPERTY,30,4 LEBOVIC AVE,ON
PARK ON PRIVATE PROPERTY,30,4 LITCHFIELD CRT,ON
PARK ON PRIVATE PROPERTY,30,4 ORPINGTON CRES,ON
PARK ON PRIVATE PROPERTY,30,4 PARK VISTA,ON
PARK ON PRIVATE PROPERTY,30,4 PENGARTH COURT,ON
PARK ON PRIVATE PROPERTY,30,4 PENGARTH CRT,ON
PARK ON PRIVATE PROPERTY,30,4 TIPPETT RD,ON
PARK ON PRIVATE PROPERTY,30,4 TREE SPARROWAY,ON
PARK ON PRIVATE PROPERTY,30,40 ALEXANDER ST,ON
PARK ON PRIVATE PROPERTY,30,40 ASQUITH ST,ON
PARK ON PRIVATE PROPERTY,30,40 AURORA CT,ON
PARK ON PRIVATE PROPERTY,30,40 BAY MILLS BLVD,ON
PARK ON PRIVATE PROPERTY,30,40 CARL HALL RD,ON
PARK ON PRIVATE PROPERTY,30,40 EGLINTON AVE E,ON
PARK ON PRIVATE PROPERTY,30,40 FALSTAFF AVE,ON
PARK ON PRIVATE PROPERTY,30,40 FIRVALLEY COURT,ON
PARK ON PRIVATE PROPERTY,30,40 FIRVALLEY CRT,ON
PARK ON PRIVATE PROPERTY,30,40 FIRVALLEY CT,ON
PARK ON PRIVATE PROPERTY,30,40 FOUNTAINHEAD RD,ON
PARK ON PRIVATE PROPERTY,30,40 GAORDONRIDGE PL,ON
PARK ON PRIVATE PROPERTY,30,40 GERRARD ST E,ON
PARK ON PRIVATE PROPERTY,30,40 GODSTONE RD,ON
PARK ON PRIVATE PROPERTY,30,40 GORDONRDIGE PL,ON
PARK ON PRIVATE PROPERTY,30,40 GORDONRIDGE PL,ON
PARK ON PRIVATE PROPERTY,30,40 GORDONRIDGE PL,PQ
PARK ON PRIVATE PROPERTY,30,40 GORDONRIDGE PLACE,ON
PARK ON PRIVATE PROPERTY,30,40 GOULD ST,ON
PARK ON PRIVATE PROPERTY,30,40 GRIFFITH LANE,ON
PARK ON PRIVATE PROPERTY,30,40 HOMEWOOD AVE,ON
PARK ON PRIVATE PROPERTY,30,40 HOMEWOOD AVE,QC
PARK ON PRIVATE PROPERTY,30,40 LOWER RIVER ST,ON
PARK ON PRIVATE PROPERTY,30,40 MEADOWGLEN CRT,NY
PARK ON PRIVATE PROPERTY,30,40 MEADOWGLEN CRT,ON
PARK ON PRIVATE PROPERTY,30,40 MEADOWGLEN PL,ON
PARK ON PRIVATE PROPERTY,30,40 MEADOWGLEN PLACE,ON
PARK ON PRIVATE PROPERTY,30,40 MENDELSSOHN ST,ON
PARK ON PRIVATE PROPERTY,30,40 MIDDLEGLEN PL,ON
PARK ON PRIVATE PROPERTY,30,40 MURRAY ST,ON
PARK ON PRIVATE PROPERTY,30,40 PANAROMA CRT,ON
PARK ON PRIVATE PROPERTY,30,40 PANORAM ACRT,ON
PARK ON PRIVATE PROPERTY,30,40 PANORAMA COURT,ON
PARK ON PRIVATE PROPERTY,30,40 PANORAMA CRT,ON
PARK ON PRIVATE PROPERTY,30,40 PANORAMA CRT,PQ
PARK ON PRIVATE PROPERTY,30,40 PANORAMA CT,ON
PARK ON PRIVATE PROPERTY,30,40 PARKCREST DR,ON
PARK ON PRIVATE PROPERTY,30,40 PENGARTH COURT,ON
PARK ON PRIVATE PROPERTY,30,40 PENGARTH CRT,ON
PARK ON PRIVATE PROPERTY,30,40 REXDALE BLVD,ON
PARK ON PRIVATE PROPERTY,30,40 RICHVIEW RD,ON
PARK ON PRIVATE PROPERTY,30,40 ROLLING MILLS RD,ON
PARK ON PRIVATE PROPERTY,30,40 ROLLING MILS RD,ON
PARK ON PRIVATE PROPERTY,30,40 SOUDAN AVE,ON
PARK ON PRIVATE PROPERTY,30,40 SOUTH STATION ST,ON
PARK ON PRIVATE PROPERTY,30,40 SOUTH STATION ST,QC
PARK ON PRIVATE PROPERTY,30,40 ST CLAIR AVE W,ON
PARK ON PRIVATE PROPERTY,30,40 STEVENSON RD,ON
PARK ON PRIVATE PROPERTY,30,40 TEESDALE PL,ON
PARK ON PRIVATE PROPERTY,30,40 TEESDALE PL,PQ
PARK ON PRIVATE PROPERTY,30,40 TEESDALE PLACE,ON
PARK ON PRIVATE PROPERTY,30,40 TURF GRASS WAY,ON
PARK ON PRIVATE PROPERTY,30,40 TURF GRASSAY,ON
PARK ON PRIVATE PROPERTY,30,40 TURF GRASSWAY,ON
PARK ON PRIVATE PROPERTY,30,40 TUXEDO CRT,ON
PARK ON PRIVATE PROPERTY,30,40 TYNDALL AVE,ON
PARK ON PRIVATE PROPERTY,30,40 WAKUNDA PL,ON
PARK ON PRIVATE PROPERTY,30,40 WAKUNDA PLACE,ON
PARK ON PRIVATE PROPERTY,30,40 YORK ST,ON
PARK ON PRIVATE PROPERTY,30,400 ADELAIDE ST E,ON
PARK ON PRIVATE PROPERTY,30,400 ADELAIDE ST E,QC
PARK ON PRIVATE PROPERTY,30,400 DANFORTH RD,ON
PARK ON PRIVATE PROPERTY,30,400 DRIFTWOOD AVE,ON
PARK ON PRIVATE PROPERTY,30,400 EASTERN AVE,ON
PARK ON PRIVATE PROPERTY,30,400 FRONT ST W,ON
PARK ON PRIVATE PROPERTY,30,400 GREENWOOD AVE,ON
PARK ON PRIVATE PROPERTY,30,400 KING ST W,ON
PARK ON PRIVATE PROPERTY,30,400 LESLIE ST,ON
PARK ON PRIVATE PROPERTY,30,400 MCCOWAN RD,OH
PARK ON PRIVATE PROPERTY,30,400 MCCOWAN RD,ON
PARK ON PRIVATE PROPERTY,30,400 MCCOWN RD,ON
PARK ON PRIVATE PROPERTY,30,400 MCLEVIN AVE,ON
PARK ON PRIVATE PROPERTY,30,400 MUNSTER AVE,ON
PARK ON PRIVATE PROPERTY,30,400 WALMER RD,ON
PARK ON PRIVATE PROPERTY,30,400 WELLINGTON ST W,ON
PARK ON PRIVATE PROPERTY,30,400 WOODSWORTH RD,ON
PARK ON PRIVATE PROPERTY,30,4000 DON MILLS R,ON
PARK ON PRIVATE PROPERTY,30,4000 DON MILLS RD,ON
PARK ON PRIVATE PROPERTY,30,4000 FINCH AVE W,AB
PARK ON PRIVATE PROPERTY,30,4000 LAWRENCE AVE E,MB
PARK ON PRIVATE PROPERTY,30,4000 LAWRENCE AVE E,ON
PARK ON PRIVATE PROPERTY,30,4000 LESLIE ST,ON
PARK ON PRIVATE PROPERTY,30,4000 YONGE ST,ON
PARK ON PRIVATE PROPERTY,30,4001 DON MILLS RD,ON
PARK ON PRIVATE PROPERTY,30,4001 DON MILLS RD,PQ
PARK ON PRIVATE PROPERTY,30,4001 ELSLIE ST,ON
PARK ON PRIVATE PROPERTY,30,4001 LELSIE ST,ON
PARK ON PRIVATE PROPERTY,30,4001 LESLE ST,ON
PARK ON PRIVATE PROPERTY,30,4001 LESLEI ST,ON
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST ,ON
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST,MB
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST,NJ
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST,NY
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST,ON
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST,PQ
PARK ON PRIVATE PROPERTY,30,4001 LESLIE,ON
PARK ON PRIVATE PROPERTY,30,4001 LESLLE ST,ON
PARK ON PRIVATE PROPERTY,30,4001 STEELES AVE W,ON
PARK ON PRIVATE PROPERTY,30,4005 DON MILLS RD,ON
PARK ON PRIVATE PROPERTY,30,401 COLLEGE ST,ON
PARK ON PRIVATE PROPERTY,30,401 RICHMOND ST W,ON
PARK ON PRIVATE PROPERTY,30,401 SEWELLS RD,ON
PARK ON PRIVATE PROPERTY,30,4010 LAWRENCE AVE E,ON
PARK ON PRIVATE PROPERTY,30,4020 DUNDAS ST W,ON
PARK ON PRIVATE PROPERTY,30,4020 DUNDAS ST,ON
PARK ON PRIVATE PROPERTY,30,4020 DUNDAS STREET,ON
PARK ON PRIVATE PROPERTY,30,4021 YONGE ST,ON
PARK ON PRIVATE PROPERTY,30,403 THE WESTWAY,ON
PARK ON PRIVATE PROPERTY,30,404 BATHURST ST,ON
PARK ON PRIVATE PROPERTY,30,404 OLD KINGSTON RD,ON
PARK ON PRIVATE PROPERTY,30,4040 FINCH AVE E,ON
PARK ON PRIVATE PROPERTY,30,4049 DUNDAS S TW,ON
PARK ON PRIVATE PROPERTY,30,4049 DUNDAS ST W,ON
PARK ON PRIVATE PROPERTY,30,4050 YONGE ST,ON
PARK ON PRIVATE PROPERTY,30,4060  LAWRENCE AVE W,ON
PARK ON PRIVATE PROPERTY,30,4060 LAWRENCE AVE E,ON
PARK ON PRIVATE PROPERTY,30,4062 LAWRENCE AVE E,ON
PARK ON PRIVATE PROPERTY,30,4062 LAWRENCE AVE,ON
PARK ON PRIVATE PROPERTY,30,4064 LAWRENCE AVE E,ON
PARK ON PRIVATE PROPERTY,30,407 BEECHGROVE DR,ON
PARK ON PRIVATE PROPERTY,30,407 GERRARD ST E,ON
PARK ON PRIVATE PROPERTY,30,407 GERRARD ST EAST,ON
